,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,SalePrice
1274,8,3,134,1,3,3,0,0,0,6,2,2,0,0,4,5,13,53,1,0,13,14,1,4,2,0,0,538,436,1,0,1,470,166,0,143,0,0,2,0,3,1,1,10,6,1,2,229,2,105,0,108,0,0,0,0,2,1,8,4,59,0,71,2,3,3,3,5,5,4,5,2,4,4,139000
1275,14,3,713,1,3,3,0,0,0,12,1,2,2,5,4,4,48,0,1,3,0,0,1,4,1,132,0,564,588,1,2,1,625,367,0,507,0,0,2,0,4,2,1,0,6,0,2,107,2,0,0,0,0,0,0,0,9,1,8,4,102,231,34,3,3,3,3,4,5,0,5,2,4,1,137000
1276,9,3,823,1,0,3,0,1,0,14,2,2,0,5,5,5,72,22,1,0,6,9,1,4,1,362,0,100,468,1,4,1,499,195,0,230,0,1,1,1,3,1,1,8,6,1,2,185,2,131,16,0,0,0,0,0,3,3,8,4,77,0,58,2,3,1,3,1,5,4,1,2,4,4,162000
1277,12,3,942,1,0,3,0,1,0,14,2,2,0,7,5,4,67,26,1,0,6,6,1,4,1,320,0,61,333,1,1,1,398,0,0,428,1,0,1,1,3,1,1,9,6,1,2,172,2,0,0,0,0,0,0,0,8,3,8,4,77,176,53,1,2,3,0,0,5,4,1,1,4,4,197900
1278,9,3,490,1,3,3,0,4,0,5,2,2,0,5,7,4,102,52,1,0,12,12,2,4,2,486,0,328,85,1,0,1,93,333,0,550,1,0,2,1,3,1,2,9,6,1,2,246,2,0,80,0,0,0,0,0,5,2,8,4,82,0,88,2,2,3,3,2,5,4,1,1,4,4,237000
1279,8,0,251,1,3,3,0,4,0,9,2,2,0,0,3,3,23,0,1,0,8,8,1,2,1,0,0,556,452,1,4,1,487,104,0,71,0,0,1,0,2,1,1,8,6,0,2,211,2,135,0,29,0,0,0,0,6,4,0,0,66,0,66,2,3,3,3,5,5,0,5,1,4,4,68400
1280,4,3,532,1,0,3,0,4,0,5,2,2,0,2,6,4,102,52,1,0,12,12,2,4,2,480,0,619,301,1,0,1,332,0,0,336,1,0,2,0,3,1,2,8,6,0,2,224,2,0,159,0,0,0,0,0,5,3,8,4,73,12,88,1,2,3,3,2,5,4,1,1,4,4,227000
1281,4,3,303,1,0,3,0,1,0,23,2,2,0,2,6,4,90,40,3,0,6,6,1,4,1,15,0,274,190,1,4,1,226,0,0,191,1,0,2,0,2,1,1,8,6,1,2,176,2,0,147,0,0,69,0,0,9,0,8,4,56,227,76,1,2,3,3,0,5,4,1,0,2,2,180000
1282,4,3,398,1,0,3,0,4,0,5,2,2,0,2,4,6,77,58,1,0,6,6,1,4,1,321,23,355,24,1,4,1,26,0,0,16,0,0,2,0,3,1,2,7,6,0,2,176,2,0,0,0,0,55,0,0,11,3,8,4,67,0,63,2,2,3,2,3,4,4,5,2,4,4,150500
1283,14,3,484,1,3,2,0,0,0,11,2,2,2,5,5,4,71,21,4,0,8,14,1,4,1,0,0,687,577,1,4,1,613,337,0,471,0,0,2,2,4,2,1,10,6,0,0,0,2,21,0,0,0,0,0,0,6,4,8,4,101,0,66,2,3,3,0,5,5,4,1,2,4,4,139000
1284,8,3,515,1,3,3,0,4,0,18,1,2,0,0,5,6,22,40,1,0,13,14,1,4,2,0,0,632,515,1,0,1,387,245,0,629,0,0,2,0,4,1,2,0,3,1,1,76,2,122,0,93,0,2,0,0,5,4,8,4,56,0,55,2,3,3,3,5,5,4,5,2,4,4,169000
1285,8,4,159,1,3,3,0,4,0,3,2,2,0,0,5,5,41,0,1,0,8,8,1,1,1,0,0,616,499,1,0,1,556,165,0,237,0,0,1,0,4,1,1,8,6,1,1,42,2,197,0,0,0,0,0,0,7,3,8,4,56,0,27,2,3,3,3,5,5,1,5,2,4,4,132500
1286,4,3,529,1,3,3,0,4,0,14,1,2,0,2,5,4,63,13,3,0,6,6,1,4,1,350,132,547,197,1,4,1,220,0,0,186,1,0,1,1,3,1,1,8,6,2,2,211,2,0,101,0,0,0,0,0,8,4,8,4,77,209,49,1,3,3,3,0,4,4,1,2,4,4,143000
1287,4,3,19,1,0,2,0,4,1,4,2,2,0,2,4,4,64,14,1,0,13,13,1,2,1,491,0,638,321,1,1,1,338,0,0,343,0,1,2,0,4,1,1,9,6,0,2,101,0,49,70,0,0,0,0,0,8,0,8,4,77,240,50,0,3,3,0,4,5,4,1,2,4,4,190000
1288,0,3,145,1,0,3,0,4,0,22,2,2,4,2,7,4,100,50,1,0,5,5,2,4,2,43,0,339,273,1,0,1,370,0,0,387,1,0,2,0,2,1,3,7,6,1,2,187,2,84,148,0,0,0,0,0,1,3,8,4,46,0,86,2,2,3,3,2,5,4,1,0,4,4,278000
1289,9,3,679,1,0,3,0,4,0,16,2,2,0,5,7,4,106,56,1,0,12,12,2,4,2,0,0,36,55,1,0,1,86,299,0,530,0,0,2,1,3,1,3,10,6,1,3,330,2,57,161,0,0,0,0,0,1,0,6,5,93,257,92,3,2,3,2,5,5,4,3,0,4,4,281000
1290,12,3,872,1,0,3,0,0,0,12,2,2,0,7,4,6,64,14,3,0,13,6,1,4,2,6,0,125,100,1,4,1,111,0,0,88,1,0,1,0,3,1,1,8,6,1,2,176,2,92,0,0,0,0,0,0,6,4,8,4,77,263,50,1,3,3,0,2,5,4,1,1,4,4,180500
1291,1,4,32,1,3,3,0,4,0,2,2,2,3,5,4,6,72,22,1,0,5,5,1,4,1,138,0,380,422,1,4,1,466,201,0,172,0,0,2,1,3,1,1,8,6,0,1,36,2,64,0,0,0,0,0,0,4,3,8,4,34,126,58,1,3,3,3,0,5,4,5,2,4,4,119500
1292,10,4,183,1,3,3,0,0,0,17,2,2,0,5,4,3,6,15,1,0,13,13,1,4,4,0,0,728,639,1,4,0,245,368,0,623,0,0,2,0,4,2,1,1,3,0,1,131,2,0,109,0,0,0,0,0,3,3,8,4,66,0,71,2,3,3,3,5,5,4,1,1,4,4,107500
1293,9,3,570,1,3,3,0,4,0,14,2,2,0,5,6,4,76,26,1,0,6,6,1,4,2,117,0,526,533,1,4,1,560,288,0,391,0,0,2,1,4,1,1,10,6,1,2,211,2,0,106,0,0,48,0,0,5,0,8,4,85,0,62,2,2,3,3,2,5,4,1,1,4,4,162900
1294,4,3,317,1,3,3,0,4,0,7,2,2,0,2,4,6,55,40,3,0,14,9,1,4,1,103,0,555,553,1,4,1,580,0,0,710,1,0,1,0,2,1,1,7,6,0,2,241,0,0,0,0,0,0,0,0,6,0,8,4,66,0,43,2,3,3,3,4,5,4,5,2,4,4,115000
1295,4,3,341,1,3,3,0,4,0,12,1,2,0,2,4,4,68,18,3,0,6,6,1,4,1,7,0,351,31,1,2,1,34,0,0,22,1,0,1,1,3,1,1,7,6,0,1,49,2,167,0,0,0,0,0,0,2,0,8,4,76,60,54,1,3,3,0,1,5,4,1,1,4,4,138500
1296,4,3,377,1,3,3,0,4,0,12,2,2,0,2,4,5,63,13,3,0,8,8,1,2,1,473,0,340,79,1,2,1,93,0,0,71,1,0,2,0,3,1,1,8,6,0,2,208,2,69,72,10,0,0,0,0,3,2,8,4,87,43,49,1,3,3,2,0,5,4,1,1,4,4,155000
1297,2,4,78,1,3,3,0,4,0,7,2,2,4,6,5,4,105,56,1,0,12,12,1,4,2,332,0,0,400,1,2,1,51,0,0,34,1,0,2,0,2,1,1,7,6,0,2,208,2,0,131,0,0,0,0,0,8,0,6,5,41,260,91,1,2,3,1,2,5,4,2,0,4,4,140000
1299,4,3,251,1,3,3,0,4,0,12,2,2,0,2,4,6,59,44,3,0,3,3,1,4,1,199,137,0,151,1,0,1,173,0,0,140,1,0,1,1,3,1,2,8,6,0,1,60,2,87,0,0,0,0,0,0,7,4,8,4,82,0,45,2,3,3,3,3,4,4,1,1,4,4,154000
1300,9,3,649,1,0,3,0,1,0,8,2,2,0,5,6,4,99,49,1,0,12,12,2,4,2,425,0,291,626,1,0,1,4,360,0,536,0,0,2,1,3,1,2,11,6,1,2,179,2,0,0,0,0,0,0,0,7,3,8,4,77,172,85,2,2,3,3,2,5,4,1,0,4,4,225000
1301,10,3,251,1,0,0,0,4,0,6,2,2,0,5,5,6,44,0,1,0,13,13,1,4,1,332,0,249,493,1,1,1,508,240,0,284,0,0,1,0,3,1,2,9,6,2,1,18,1,0,0,0,0,43,0,0,2,3,8,4,77,0,30,2,3,3,3,1,5,4,1,2,4,4,177500
1302,9,3,567,1,3,3,0,4,0,15,2,2,0,5,7,4,94,44,3,0,12,12,2,4,2,454,0,402,111,1,0,1,144,67,0,637,1,0,2,1,4,1,2,10,6,1,3,358,2,144,165,0,0,0,0,0,3,0,8,4,99,187,80,1,2,3,3,2,5,4,1,1,4,4,290000
1303,4,3,376,1,3,3,0,4,0,21,2,2,0,2,6,4,105,55,1,0,12,12,2,4,2,0,0,181,317,1,0,1,349,0,0,360,0,0,2,0,3,1,2,9,6,0,3,353,2,81,148,0,0,0,0,0,6,0,8,4,80,100,91,1,2,3,0,5,5,4,1,1,4,4,232000
1304,1,4,71,1,3,3,0,4,0,7,2,2,4,5,6,4,104,54,1,0,12,12,2,4,2,0,0,720,625,1,0,1,662,236,0,417,0,0,2,0,3,1,2,9,0,0,2,96,2,0,126,0,0,0,0,0,6,0,8,4,38,20,90,3,2,3,3,5,5,4,5,2,4,4,130000
1306,0,3,200,1,0,3,0,4,0,16,2,2,4,2,6,4,105,56,1,0,12,12,2,4,2,0,0,120,216,1,0,1,240,0,0,211,0,0,2,0,2,1,2,8,6,1,2,166,2,22,121,0,0,0,0,0,11,0,6,5,54,270,91,3,2,3,3,5,5,4,1,1,4,4,202500
1307,4,3,308,1,3,3,0,4,0,5,2,2,0,2,4,4,94,45,1,0,12,12,1,2,2,456,0,263,635,1,0,1,673,0,0,766,1,0,1,0,3,1,1,7,6,0,2,172,2,0,153,0,0,0,0,0,7,3,8,4,66,0,86,2,2,1,3,0,5,4,5,2,4,4,138000
1308,4,4,764,1,3,3,0,4,0,17,2,2,0,2,4,6,48,55,1,0,8,8,1,4,1,88,111,205,584,1,0,1,88,0,0,66,1,0,1,0,2,1,2,8,6,0,2,211,2,0,122,0,0,0,0,0,7,2,8,4,0,0,34,2,3,3,3,2,0,4,1,2,4,4,147000
1309,4,3,222,1,3,3,0,4,0,20,2,2,0,2,5,4,91,41,1,0,6,6,1,4,1,53,0,615,175,1,2,1,201,0,0,167,1,0,2,0,3,1,2,8,6,0,2,184,2,8,138,0,0,0,0,0,8,2,8,4,77,264,77,1,2,3,3,2,5,4,1,1,4,4,179200
1311,4,3,399,1,3,3,0,4,0,5,2,2,0,2,6,4,105,57,1,0,12,12,2,4,2,540,0,342,172,1,0,1,190,0,0,157,1,0,2,0,3,1,2,8,6,0,2,194,2,118,181,0,0,0,0,0,0,1,6,5,74,258,91,1,2,3,3,2,5,4,1,1,4,4,203000
1314,4,3,319,1,3,3,0,4,0,7,2,2,0,2,3,5,54,4,3,0,13,13,1,4,1,447,0,242,602,1,0,1,637,0,0,744,1,0,1,0,3,1,1,7,6,1,1,42,2,0,122,0,0,0,0,0,1,1,8,4,66,0,42,2,3,3,3,4,5,4,5,2,4,4,119000
1315,9,3,681,1,3,3,0,4,0,12,2,2,0,5,5,4,69,19,1,0,6,6,1,4,1,302,54,210,605,1,4,1,66,4,0,573,0,0,2,1,4,1,1,11,6,2,2,245,2,126,0,0,0,0,0,0,8,2,8,4,92,0,55,2,1,3,2,0,3,4,1,2,4,4,206900
1316,4,3,587,1,0,3,0,4,0,5,2,2,0,2,7,4,108,58,1,0,12,12,2,4,2,0,0,183,319,1,0,1,357,0,0,369,1,0,2,0,3,1,3,10,6,1,3,361,2,53,129,0,0,0,0,0,0,3,8,4,67,128,94,3,0,3,1,5,5,4,1,1,4,4,295493
1317,0,1,97,1,3,3,0,0,0,21,2,2,4,2,6,4,106,57,1,0,12,12,2,4,2,0,0,115,208,1,0,1,232,0,0,201,0,0,2,0,2,1,2,7,6,1,2,159,2,0,93,0,0,0,0,0,6,1,6,5,53,0,92,2,0,1,3,5,5,4,1,1,4,4,208900
1318,4,3,893,1,1,3,0,1,0,5,2,2,0,2,7,4,101,52,3,0,12,12,2,4,2,0,0,209,349,1,0,1,408,0,0,455,0,0,2,0,3,1,2,9,6,1,3,327,2,73,42,0,0,0,0,0,10,0,8,4,77,68,87,1,2,3,1,5,5,4,1,1,4,4,275000
1319,4,3,586,1,3,0,0,4,0,7,2,2,0,2,3,4,54,4,3,0,13,13,1,4,2,297,0,361,553,1,0,1,637,0,0,744,0,0,1,0,3,1,1,7,6,0,1,28,2,0,0,0,0,0,0,0,4,1,8,4,82,30,40,1,3,3,3,0,5,4,1,2,4,4,111000
1320,4,3,341,1,3,3,0,4,0,12,2,2,0,2,5,2,57,7,3,0,3,3,1,4,1,114,119,521,260,1,2,1,284,0,0,274,1,0,1,1,3,1,1,8,6,2,2,141,2,10,0,0,0,40,0,0,8,3,8,4,76,0,43,2,3,3,3,0,4,4,1,1,4,4,156500
1321,4,3,184,1,0,3,0,0,0,3,1,2,0,2,2,5,49,0,3,0,12,12,1,4,1,0,0,0,0,0,4,0,494,0,0,673,0,0,1,0,2,1,1,6,6,0,1,48,2,0,0,0,0,0,0,0,9,2,8,4,77,0,41,2,3,3,3,5,5,4,5,2,4,1,72500
1322,9,3,578,1,0,3,0,4,0,15,2,2,0,5,6,4,92,42,1,0,6,6,2,4,2,416,0,600,484,1,0,1,42,305,0,509,1,0,2,1,3,1,2,10,6,1,2,236,2,103,124,0,0,0,0,0,8,4,8,4,7,0,78,2,2,3,3,2,5,4,1,1,4,4,190000
1323,5,3,132,1,3,1,0,4,0,3,2,2,0,2,3,6,42,0,3,0,12,12,0,4,1,162,0,130,380,1,2,1,491,0,0,672,0,0,1,0,2,1,0,7,6,0,0,0,2,46,0,0,0,0,0,0,3,3,8,4,56,0,66,2,3,3,3,3,5,4,1,2,4,4,82500
1324,4,3,552,1,3,3,0,4,0,21,2,2,0,2,7,4,106,57,1,0,12,12,2,4,2,0,0,215,353,1,0,1,410,0,0,459,0,0,2,0,2,1,2,9,6,1,3,375,2,0,136,0,0,0,0,0,4,1,6,5,82,200,93,1,0,3,0,5,5,4,1,1,4,4,147000
1325,5,4,77,1,3,3,0,4,0,9,2,2,0,2,3,3,25,0,1,0,0,0,1,4,0,0,0,625,509,1,1,0,535,0,0,690,0,0,1,0,2,1,1,7,6,0,0,0,0,0,0,1,0,0,0,0,0,2,8,4,46,0,66,2,3,0,3,5,5,4,1,2,4,4,55000
1326,5,2,99,1,3,0,0,4,1,7,2,2,0,2,2,5,34,56,1,0,8,8,1,4,0,330,0,0,398,1,0,1,522,0,0,682,0,0,1,0,3,1,2,8,6,0,0,0,2,0,0,80,0,0,0,0,7,1,8,4,76,0,66,2,3,3,3,4,5,4,1,2,4,4,79000
1327,4,3,183,1,3,3,0,4,0,11,2,2,0,2,4,8,82,58,1,0,12,12,2,2,1,393,0,208,524,1,0,1,551,0,0,695,0,1,1,0,3,1,2,7,6,1,1,36,2,0,0,0,0,0,0,0,1,2,8,4,66,0,68,2,3,3,3,0,5,4,1,2,4,4,130500
1328,8,4,612,1,3,3,0,0,0,17,2,2,0,0,5,6,23,0,1,0,3,13,2,2,0,298,0,8,277,2,0,1,339,51,0,651,0,0,2,0,5,1,1,10,4,2,2,204,2,0,143,0,0,64,0,1,8,2,8,4,66,0,8,2,2,3,3,3,5,4,5,2,1,4,256000
1329,9,3,438,1,0,3,0,4,0,8,2,2,0,5,6,4,98,48,3,0,12,12,1,4,2,0,0,700,592,1,2,1,644,203,0,370,0,0,2,1,3,1,1,10,6,1,2,157,2,0,106,0,0,0,0,0,8,0,8,4,69,0,84,2,2,3,3,5,5,4,1,0,4,4,176500
1330,4,3,554,1,3,3,0,4,0,21,2,2,0,2,7,4,106,56,3,0,12,12,2,4,2,0,0,176,307,1,0,1,341,0,0,346,0,0,2,0,3,1,2,9,6,1,3,349,2,32,132,0,0,0,0,0,3,1,8,4,92,193,92,3,2,1,0,5,5,4,1,1,4,4,227000
1331,12,3,653,1,0,3,0,4,0,5,2,2,0,7,4,4,76,26,1,0,8,8,1,4,1,290,0,405,576,1,2,1,643,0,0,748,0,0,1,0,3,1,1,8,6,0,2,245,2,0,0,0,0,0,0,0,9,0,8,4,61,0,62,2,3,3,0,0,5,4,5,2,4,4,132500
1332,4,3,407,1,3,3,0,4,1,7,2,2,0,2,3,5,40,8,1,0,8,8,1,4,1,423,0,90,524,1,0,1,551,0,0,695,1,0,1,0,2,1,1,5,6,1,1,49,2,0,0,0,0,0,0,0,7,3,8,4,73,0,44,2,3,3,2,0,5,4,5,2,1,1,100000
1333,8,4,226,1,3,3,0,0,0,9,2,2,0,0,4,5,40,45,1,0,13,13,1,4,1,0,0,631,514,1,0,1,540,149,0,205,0,0,1,1,2,1,2,8,6,0,1,54,2,0,154,43,0,0,0,0,9,0,8,4,66,0,37,2,3,3,3,5,5,4,5,2,4,4,125500
1334,1,4,49,1,3,3,0,4,0,2,2,2,4,5,4,5,70,20,1,0,6,6,1,4,1,466,0,0,490,1,4,1,515,171,0,209,0,0,1,1,3,1,1,9,2,0,2,139,2,0,122,0,0,0,0,0,7,3,8,4,35,158,56,2,3,3,3,3,5,4,1,2,4,4,125000
1335,4,3,516,1,3,3,0,4,0,14,2,2,0,2,5,4,77,27,1,0,9,9,1,4,1,422,0,540,207,1,4,1,222,0,0,187,0,1,2,0,2,1,1,8,6,1,2,282,2,0,49,0,0,0,0,0,6,3,8,4,87,178,63,1,2,3,3,0,5,4,1,1,4,4,167900
1336,14,3,463,1,0,3,0,4,0,14,1,2,2,2,4,4,73,23,1,0,9,9,1,4,1,0,0,192,329,1,4,1,368,0,0,384,0,0,2,0,4,2,1,10,6,0,2,193,2,0,80,0,0,0,0,0,2,2,8,4,94,230,59,1,3,3,3,5,5,4,5,2,4,4,135000
1337,5,4,94,1,0,0,0,0,1,17,1,2,0,2,3,3,43,0,1,0,13,13,1,4,1,0,0,554,449,3,1,0,483,0,0,669,0,0,1,0,2,1,0,6,6,0,0,0,0,0,72,0,0,0,0,0,5,0,8,4,30,0,66,2,3,3,3,5,5,0,1,2,4,4,52500
1338,9,3,844,1,0,3,0,0,0,5,2,2,0,5,6,4,102,52,1,0,12,12,2,4,2,431,0,242,580,1,0,1,619,353,0,486,1,0,2,1,3,1,2,10,6,0,2,180,2,34,176,0,0,0,0,0,8,0,8,4,102,0,88,2,2,3,3,2,5,4,3,1,4,4,200000
1339,4,3,506,1,0,3,0,0,0,5,2,2,0,2,4,6,72,22,3,0,8,8,1,2,1,213,0,453,553,1,0,1,580,0,0,710,0,0,1,0,3,1,1,7,6,0,1,49,2,0,0,0,0,0,0,0,8,0,8,4,15,0,58,2,3,3,2,4,5,4,1,1,4,4,128500
1340,4,3,333,1,3,3,0,4,0,12,2,2,0,2,3,4,71,21,1,0,8,8,1,4,1,0,0,658,548,1,4,1,584,0,0,713,0,0,1,0,3,1,1,7,6,0,4,172,2,0,0,0,0,0,0,0,8,1,8,4,76,0,60,2,3,3,3,5,5,4,5,2,4,4,123000
1341,4,3,858,1,3,3,0,4,0,20,5,2,0,2,5,4,103,54,1,0,12,12,1,4,2,492,0,307,76,1,0,1,82,0,0,60,1,0,1,0,3,1,2,8,6,0,2,245,2,0,165,0,0,0,0,0,9,2,8,4,72,0,90,2,2,3,3,2,5,4,5,2,4,4,155000
1342,9,3,482,1,3,3,0,4,0,5,2,2,0,5,7,4,102,52,1,0,12,12,2,4,2,0,0,95,177,1,0,1,196,322,0,587,0,0,2,1,3,1,2,9,6,1,2,288,2,69,173,0,0,0,0,0,10,1,8,4,77,44,88,1,2,3,3,5,5,4,1,1,4,4,228500
1343,8,3,254,1,3,0,0,4,0,6,2,2,0,0,5,5,31,0,1,0,3,10,1,4,0,0,0,680,570,1,2,1,127,240,0,504,0,0,1,1,3,1,1,11,6,1,2,78,2,0,0,0,0,0,0,0,5,3,8,4,63,0,17,2,3,3,3,5,5,4,5,2,1,1,177000
1344,9,3,684,1,0,3,0,0,0,5,2,2,0,5,6,4,106,56,1,0,12,12,2,4,2,0,0,578,471,1,0,1,496,233,0,259,0,0,2,1,3,1,2,10,6,1,2,139,2,0,0,0,0,0,0,0,9,1,6,5,92,0,92,2,2,3,3,5,5,4,1,0,4,4,155835
1345,5,4,159,1,3,3,0,4,0,17,2,2,0,2,3,3,23,0,3,0,8,8,1,4,2,148,0,566,612,1,2,1,648,0,0,751,0,0,1,0,2,1,0,7,6,0,1,62,2,0,0,30,0,0,0,0,9,1,8,4,56,0,83,2,3,3,3,0,5,0,5,2,4,4,108500
1346,4,3,955,1,1,3,0,1,0,14,4,2,0,2,6,6,68,53,3,0,3,6,1,4,1,172,122,74,298,1,4,1,431,0,0,583,0,0,2,0,3,1,1,11,6,1,2,194,2,0,167,0,13,0,0,0,8,0,8,4,77,0,54,2,3,3,3,1,4,4,1,1,2,4,262500
1347,4,3,899,1,0,1,0,0,0,23,2,2,0,2,7,4,106,57,1,0,12,12,2,4,2,484,0,191,346,1,0,1,406,0,0,451,1,0,2,0,3,1,2,9,6,1,3,318,2,0,0,0,0,0,0,0,7,1,6,5,100,2,92,3,0,3,1,2,5,4,1,0,4,4,283463
1348,4,3,916,1,2,2,0,4,0,20,2,2,0,2,6,4,98,48,1,0,12,12,2,4,2,90,0,374,262,1,0,1,291,0,0,284,1,0,2,0,3,1,2,7,6,1,2,200,2,182,97,0,0,0,0,0,10,1,8,4,77,0,84,2,2,3,1,2,5,4,1,1,4,4,215000
1349,10,4,128,1,3,3,0,4,0,17,2,2,0,5,7,4,0,37,1,0,8,8,1,2,0,153,0,402,444,4,1,0,632,52,4,622,0,0,2,0,4,1,1,10,6,0,0,0,2,0,142,48,0,0,0,0,3,2,8,4,56,0,66,2,3,0,3,3,5,4,1,2,4,4,122000
1350,14,3,737,1,3,3,0,4,0,12,0,2,2,5,4,4,69,19,1,0,8,8,1,4,1,302,0,593,153,1,4,1,225,64,0,646,1,1,2,2,6,2,1,2,6,0,4,386,2,0,0,0,0,0,0,0,10,3,8,4,98,182,55,1,3,3,3,3,5,4,5,2,4,4,200000
1351,9,3,464,1,0,3,0,4,0,12,2,2,0,5,5,5,62,12,1,0,6,6,1,4,1,185,0,470,548,1,0,1,576,303,0,423,0,0,1,1,4,1,1,10,6,1,2,179,2,0,171,0,0,4,0,0,5,2,8,4,76,159,48,1,3,3,3,4,5,4,1,0,4,4,171000
1352,8,4,159,1,3,3,0,4,0,3,2,2,0,0,5,8,39,50,1,0,8,8,2,4,0,0,0,556,452,1,4,1,528,100,0,99,0,0,1,0,2,1,1,6,6,0,2,277,0,83,0,0,0,0,0,0,9,3,8,4,56,0,85,2,3,3,3,5,5,4,5,2,4,4,134900
1354,9,3,597,1,0,3,0,4,0,5,2,2,0,5,6,4,100,50,1,0,12,12,2,4,2,450,0,275,637,1,0,1,675,312,0,488,1,0,2,1,3,1,2,9,6,1,3,355,2,0,63,0,0,0,0,0,8,2,8,4,77,0,86,2,2,3,3,2,5,4,1,1,4,4,235000
1355,12,3,579,1,0,3,0,4,0,14,2,2,0,7,6,5,68,42,1,0,8,8,1,4,1,0,0,489,405,1,2,1,158,216,0,507,0,0,3,0,4,1,2,10,6,1,2,178,2,0,181,0,0,0,0,0,11,0,8,4,2,38,54,1,3,3,3,5,5,4,1,1,4,4,170000
1356,4,3,491,1,3,3,0,0,0,12,2,2,0,2,4,4,66,16,1,0,6,6,1,4,1,199,0,463,553,1,4,1,598,0,0,719,0,0,1,0,3,1,1,7,6,0,1,36,2,0,0,0,0,0,0,0,1,2,8,4,77,244,52,1,3,3,3,4,5,4,1,1,4,4,110000
1357,4,3,804,1,0,3,0,1,0,12,2,2,0,2,4,5,71,58,1,0,12,12,1,4,1,449,0,340,50,1,0,1,56,0,0,38,1,0,1,1,3,1,1,8,6,1,2,188,2,0,0,0,0,0,0,0,6,4,8,4,77,0,57,2,3,3,3,2,5,4,1,0,4,4,149900
1358,1,1,42,1,3,3,0,4,0,21,2,2,3,5,5,4,100,50,1,0,8,8,2,4,2,224,0,364,486,1,0,1,518,275,0,336,0,0,2,1,3,1,2,7,6,0,2,139,2,0,117,0,0,0,0,0,8,4,8,4,77,91,86,1,2,3,3,2,5,4,5,2,4,4,177500
1360,10,3,537,1,3,3,0,4,0,18,1,2,0,5,4,5,24,48,1,0,8,13,1,4,0,0,0,513,415,1,0,1,673,74,0,642,0,0,3,1,4,1,1,10,6,0,2,275,2,63,0,84,0,0,0,0,7,2,8,4,57,0,84,2,3,0,3,5,5,4,3,1,4,4,189000
1361,4,3,915,1,0,2,0,4,1,22,2,2,0,2,6,4,105,55,3,0,12,12,2,4,2,66,0,274,284,1,0,1,309,0,0,309,1,0,2,0,3,1,2,9,6,1,2,129,2,49,122,0,0,0,0,0,8,3,8,4,18,51,91,3,0,3,0,0,5,4,1,0,4,4,260000
1362,8,3,803,1,0,3,0,2,0,12,1,2,0,0,3,3,23,57,1,0,12,12,1,2,0,0,0,568,463,1,2,1,194,114,0,434,0,0,2,0,4,1,1,9,6,1,1,89,2,210,0,0,0,0,0,0,8,3,8,4,77,0,8,2,3,0,3,5,5,4,1,2,4,4,104900
1363,9,3,357,1,0,3,0,4,0,8,2,2,0,5,5,4,106,57,1,0,12,12,1,4,2,0,0,514,416,1,0,1,462,271,0,237,0,0,2,1,3,1,2,8,6,1,2,131,2,0,122,0,0,0,0,0,5,1,6,5,80,0,93,2,2,3,3,5,5,4,3,0,4,4,156932
1364,1,1,66,1,3,3,0,4,0,21,2,2,4,5,6,4,105,55,1,0,8,8,2,4,2,0,0,506,411,1,0,1,447,171,22,112,0,0,2,1,2,1,2,6,6,0,2,172,2,0,52,0,0,0,0,0,6,0,8,0,36,0,91,2,2,3,3,5,5,4,5,1,4,4,144152
1365,9,1,251,1,3,3,0,4,0,21,2,2,0,5,6,4,100,50,1,0,12,12,2,4,2,322,0,290,522,1,0,1,549,304,0,397,1,0,2,1,3,1,2,9,6,0,2,294,2,0,180,0,0,0,0,0,0,4,8,4,77,0,86,2,2,3,3,2,5,4,1,1,4,4,216000
1366,9,3,452,1,0,3,0,4,0,5,2,2,0,5,6,4,99,49,1,0,12,12,2,4,2,390,0,260,558,1,0,1,591,335,0,457,1,0,2,1,3,1,2,9,6,0,2,251,2,0,174,0,0,0,0,0,8,2,8,0,74,50,85,1,2,3,3,2,5,4,1,1,4,4,193000
1367,1,4,59,1,3,3,0,4,0,10,2,2,4,5,4,5,77,27,1,0,5,5,1,4,2,333,31,351,487,1,0,1,622,146,0,271,0,0,2,0,4,1,1,8,6,1,1,76,2,3,101,0,0,0,0,0,9,0,8,4,47,0,63,2,3,3,3,0,4,4,1,1,4,4,127000
